LocalGovernment,Camp,Latitude,Longitude,SurveyDate,FlyingFoxesAbsent,BlackFlyingFox.Count,GreyHeadedFlyingFox.Count,LittleRedFlyingFox.Count,TotalSpecies.Count,EHP.CampId,CSIRO.CampId
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,13/09/13,FALSE,2000,0,0,2000,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,15/05/14,FALSE,4000,0,0,4000,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,15/05/15,FALSE,500,100,0,600,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,15/06/12,FALSE,1000,0,0,1000,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,15/08/14,FALSE,208,4992,0,5200,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,15/11/13,FALSE,4000,0,0,4000,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,16/03/12,FALSE,120,1080,0,1200,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,16/08/13,FALSE,7000,0,0,7000,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,16/09/11,FALSE,500,4500,0,5000,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,16/11/12,FALSE,4000,0,0,4000,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,16/12/11,FALSE,100,900,0,1000,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,17/01/14,FALSE,5000,0,0,5000,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,17/03/13,FALSE,5000,0,0,5000,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,17/08/12,FALSE,2000,0,0,2000,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,18/02/12,FALSE,100,900,0,1000,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,18/05/13,FALSE,2000,0,0,2000,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,18/07/13,FALSE,3500,0,0,3500,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,19/09/14,FALSE,8000,2000,0,10000,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,19/10/12,FALSE,4000,0,0,4000,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,19/11/11,FALSE,1000,4000,0,5000,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,19/12/14,FALSE,600,400,0,1000,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,20/01/12,FALSE,100,900,0,1000,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,20/04/12,FALSE,1000,0,0,1000,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,20/05/16,FALSE,800,200,0,1000,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,20/06/14,FALSE,5000,0,0,5000,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,20/11/15,FALSE,1000,6000,0,7000,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,21/07/12,FALSE,1500,0,0,1500,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,21/10/11,FALSE,300,2700,0,3000,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,21/11/14,FALSE,600,400,0,1000,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,21/12/12,FALSE,5000,0,0,5000,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,22/03/14,FALSE,5000,0,0,5000,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,22/07/14,FALSE,325,6175,0,6500,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,22/09/14,FALSE,550,4950,0,5500,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,22/11/13,FALSE,3000,0,0,3000,1,270
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,23/02/15,FALSE,400,0,0,400,1,270
Southern Downs,Allora (Dalrymple Creek),-28.028018,151.983746,01/06/12,FALSE,320,30,0,350,2,271
Southern Downs,Allora (Dalrymple Creek),-28.028018,151.983746,14/03/13,FALSE,800,0,350,1150,2,271
Southern Downs,Allora (Dalrymple Creek),-28.028018,151.983746,15/02/13,FALSE,800,0,0,800,2,271
Southern Downs,Allora (Dalrymple Creek),-28.028018,151.983746,15/04/11,FALSE,350,750,0,1100,2,271
Southern Downs,Allora (Dalrymple Creek),-28.028018,151.983746,15/07/11,TRUE,0,0,0,0,2,271
Southern Downs,Allora (Dalrymple Creek),-28.028018,151.983746,16/04/10,FALSE,220,40,0,260,2,271
Southern Downs,Allora (Dalrymple Creek),-28.028018,151.983746,16/07/10,FALSE,112,0,0,112,2,271
Southern Downs,Allora (Dalrymple Creek),-28.028018,151.983746,16/11/12,FALSE,600,0,0,600,2,271
Southern Downs,Allora (Dalrymple Creek),-28.028018,151.983746,18/01/13,FALSE,400,0,0,400,2,271
Southern Downs,Allora (Dalrymple Creek),-28.028018,151.983746,19/03/10,FALSE,240,0,0,240,2,271
Southern Downs,Allora (Dalrymple Creek),-28.028018,151.983746,19/04/13,FALSE,350,0,0,350,2,271
Southern Downs,Allora (Dalrymple Creek),-28.028018,151.983746,19/07/13,FALSE,500,0,0,500,2,271
Southern Downs,Allora (Dalrymple Creek),-28.028018,151.983746,19/11/13,FALSE,200,0,0,200,2,271
Southern Downs,Allora (Dalrymple Creek),-28.028018,151.983746,20/04/12,FALSE,600,0,0,600,2,271
Southern Downs,Allora (Dalrymple Creek),-28.028018,151.983746,20/05/16,FALSE,350,0,0,350,2,271
Southern Downs,Allora (Dalrymple Creek),-28.028018,151.983746,20/06/13,FALSE,400,0,0,400,2,271
Southern Downs,Allora (Dalrymple Creek),-28.028018,151.983746,20/07/12,FALSE,350,0,0,350,2,271
Southern Downs,Allora (Dalrymple Creek),-28.028018,151.983746,20/10/11,FALSE,190,20,210,420,2,271
Southern Downs,Allora (Dalrymple Creek),-28.028018,151.983746,20/12/12,FALSE,750,0,0,750,2,271
Southern Downs,Allora (Dalrymple Creek),-28.028018,151.983746,21/08/09,FALSE,20,0,0,20,2,271
Southern Downs,Allora (Dalrymple Creek),-28.028018,151.983746,24/01/12,FALSE,400,0,0,400,2,271
Southern Downs,Allora (Dalrymple Creek),-28.028018,151.983746,24/03/11,FALSE,340,2,20,362,2,271
Southern Downs,Allora (Dalrymple Park Reserve),-28.031389,151.984722,10/02/14,TRUE,0,0,0,0,3,271
Southern Downs,Allora (Dalrymple Park Reserve),-28.031389,151.984722,16/01/09,FALSE,0,0,25,25,3,271
Southern Downs,Allora (Dalrymple Park Reserve),-28.031389,151.984722,16/10/14,FALSE,100,0,150,250,3,271
Southern Downs,Allora (Dalrymple Park Reserve),-28.031389,151.984722,16/11/12,FALSE,0,0,40,40,3,271
Southern Downs,Allora (Dalrymple Park Reserve),-28.031389,151.984722,17/08/07,FALSE,14,0,0,14,3,271
Southern Downs,Allora (Dalrymple Park Reserve),-28.031389,151.984722,18/12/14,FALSE,200,0,0,200,3,271
Southern Downs,Allora (Dalrymple Park Reserve),-28.031389,151.984722,19/02/16,FALSE,300,0,0,300,3,271
Southern Downs,Allora (Dalrymple Park Reserve),-28.031389,151.984722,19/11/13,FALSE,300,0,0,300,3,271
Southern Downs,Allora (Dalrymple Park Reserve),-28.031389,151.984722,19/12/08,TRUE,0,0,0,0,3,271
Southern Downs,Allora (Dalrymple Park Reserve),-28.031389,151.984722,20/04/07,FALSE,220,0,0,220,3,271
Southern Downs,Allora (Dalrymple Park Reserve),-28.031389,151.984722,20/04/12,TRUE,0,0,0,0,3,271
Southern Downs,Allora (Dalrymple Park Reserve),-28.031389,151.984722,20/07/07,FALSE,32,0,0,32,3,271
Southern Downs,Allora (Dalrymple Park Reserve),-28.031389,151.984722,20/07/12,TRUE,0,0,0,0,3,271
Southern Downs,Allora (Dalrymple Park Reserve),-28.031389,151.984722,20/11/14,FALSE,500,0,0,500,3,271
Southern Downs,Allora (Dalrymple Park Reserve),-28.031389,151.984722,20/11/15,FALSE,500,0,800,1300,3,271
Southern Downs,Allora (Dalrymple Park Reserve),-28.031389,151.984722,21/03/14,FALSE,300,0,0,300,3,271
Southern Downs,Allora (Dalrymple Park Reserve),-28.031389,151.984722,21/09/07,FALSE,3,0,0,3,3,271
Southern Downs,Allora (Dalrymple Park Reserve),-28.031389,151.984722,24/01/12,TRUE,0,0,0,0,3,271
Southern Downs,Allora (Dalrymple Park Reserve),-28.031389,151.984722,27/05/15,FALSE,800,0,0,800,3,271
Gympie,Amamoor State Forest,-26.36065,152.61604,18/01/08,TRUE,0,0,0,0,4,139
Gympie,Amamoor State Forest,-26.36065,152.61604,20/04/07,TRUE,0,0,0,0,4,139
Gympie,Amamoor State Forest,-26.36065,152.61604,20/07/07,TRUE,0,0,0,0,4,139
Gympie,Amamoor State Forest,-26.36065,152.61604,23/07/12,FALSE,280,1120,0,1400,4,139
Gympie,Amamoor State Forest,-26.36065,152.61604,28/06/11,TRUE,0,0,0,0,4,139
Gold Coast,"Arundal, Biggera Creek",-27.947877,153.380878,14/05/15,TRUE,0,0,0,0,5,273
Gold Coast,"Arundal, Biggera Creek",-27.947877,153.380878,15/02/13,TRUE,0,0,0,0,5,273
Gold Coast,"Arundal, Biggera Creek",-27.947877,153.380878,15/04/11,TRUE,0,0,0,0,5,273
Gold Coast,"Arundal, Biggera Creek",-27.947877,153.380878,15/10/10,FALSE,50,0,0,50,5,273
Gold Coast,"Arundal, Biggera Creek",-27.947877,153.380878,16/03/12,TRUE,0,0,0,0,5,273
Gold Coast,"Arundal, Biggera Creek",-27.947877,153.380878,16/04/10,FALSE,100,0,0,100,5,273
Gold Coast,"Arundal, Biggera Creek",-27.947877,153.380878,16/09/11,TRUE,0,0,0,0,5,273
Gold Coast,"Arundal, Biggera Creek",-27.947877,153.380878,16/11/12,TRUE,0,0,0,0,5,273
Gold Coast,"Arundal, Biggera Creek",-27.947877,153.380878,17/02/12,TRUE,0,0,0,0,5,273
Gold Coast,"Arundal, Biggera Creek",-27.947877,153.380878,17/05/13,TRUE,0,0,0,0,5,273
Gold Coast,"Arundal, Biggera Creek",-27.947877,153.380878,18/02/11,FALSE,80,0,0,80,5,273
Gold Coast,"Arundal, Biggera Creek",-27.947877,153.380878,18/03/11,FALSE,80,0,0,80,5,273
Gold Coast,"Arundal, Biggera Creek",-27.947877,153.380878,18/06/10,FALSE,50,250,0,300,5,273
Gold Coast,"Arundal, Biggera Creek",-27.947877,153.380878,19/02/10,FALSE,100,0,0,100,5,273
Gold Coast,"Arundal, Biggera Creek",-27.947877,153.380878,19/03/10,FALSE,100,0,0,100,5,273
Gold Coast,"Arundal, Biggera Creek",-27.947877,153.380878,19/05/11,TRUE,0,0,0,0,5,273
Gold Coast,"Arundal, Biggera Creek",-27.947877,153.380878,19/08/11,TRUE,0,0,0,0,5,273
Gold Coast,"Arundal, Biggera Creek",-27.947877,153.380878,19/11/10,TRUE,0,0,0,0,5,273
Gold Coast,"Arundal, Biggera Creek",-27.947877,153.380878,19/12/11,FALSE,405,45,0,450,5,273
Gold Coast,"Arundal, Biggera Creek",-27.947877,153.380878,20/01/12,TRUE,0,0,0,0,5,273
Gold Coast,"Arundal, Biggera Creek",-27.947877,153.380878,21/05/10,FALSE,50,0,0,50,5,273
Gold Coast,"Arundal, Biggera Creek",-27.947877,153.380878,22/11/11,TRUE,0,0,0,0,5,273
Bundaberg,"Baffle Estuary, Baffle Creek",-24.5105,152.0364,17/10/08,FALSE,1000,0,0,1000,6,275
Bundaberg,"Baffle Estuary, Baffle Creek",-24.5105,152.0364,21/05/10,TRUE,0,0,0,0,6,275
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,01/04/11,FALSE,750,0,0,750,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,04/03/11,FALSE,750,0,0,750,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,12/02/16,TRUE,0,0,0,0,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,12/05/15,TRUE,0,0,0,0,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,13/06/12,FALSE,4000,1000,0,5000,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,13/08/14,TRUE,0,0,0,0,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,14/02/13,FALSE,2240,0,60960,63200,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,14/03/13,FALSE,5600,0,39000,44600,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,15/07/11,FALSE,5000,0,0,5000,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,15/10/14,TRUE,0,0,0,0,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,16/03/12,FALSE,3000,0,0,3000,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,16/07/14,TRUE,0,0,0,0,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,16/08/13,FALSE,750,0,0,750,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,16/09/11,FALSE,12000,30,100,12130,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,16/11/12,FALSE,2700,0,0,2700,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,17/01/14,FALSE,600,0,0,600,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,17/02/12,FALSE,700,0,0,700,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,17/04/14,FALSE,1000,0,0,1000,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,17/05/13,FALSE,3500,20,0,3520,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,17/08/12,FALSE,3497,53,0,3550,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,18/01/13,FALSE,4200,0,9800,14000,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,18/04/13,FALSE,12530,20,0,12550,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,18/05/12,FALSE,5000,50,0,5050,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,18/05/16,TRUE,0,0,0,0,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,18/10/13,FALSE,1700,0,0,1700,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,18/11/11,FALSE,4900,0,0,4900,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,18/12/14,TRUE,0,0,0,0,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,19/02/15,TRUE,0,0,0,0,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,19/06/14,TRUE,0,0,0,0,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,19/07/13,FALSE,1750,100,0,1850,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,19/08/11,FALSE,14800,0,0,14800,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,19/09/13,TRUE,0,0,0,0,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,19/09/14,TRUE,0,0,0,0,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,20/01/12,FALSE,700,0,0,700,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,20/04/12,FALSE,4500,0,0,4500,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,20/07/12,TRUE,0,0,0,0,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,20/11/14,TRUE,0,0,0,0,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,21/09/12,FALSE,4000,50,0,4050,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,21/10/11,FALSE,6650,20,0,6670,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,21/12/12,FALSE,3500,0,1000,4500,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,22/10/12,FALSE,3000,0,0,3000,7,279
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,25/06/13,FALSE,400,400,0,800,7,279
Redland,"Birkdale, Birkdale Tip",-27.5112,153.2253,01/04/03,TRUE,0,0,0,0,8,212
Redland,"Birkdale, Birkdale Tip",-27.5112,153.2253,17/08/07,TRUE,0,0,0,0,8,212
Redland,"Birkdale, Birkdale Tip",-27.5112,153.2253,20/04/07,TRUE,0,0,0,0,8,212
Redland,"Birkdale, Birkdale Tip",-27.5112,153.2253,21/09/07,TRUE,0,0,0,0,8,212
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,15/01/10,FALSE,1100,0,0,1100,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,15/02/13,TRUE,0,0,0,0,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,15/04/11,TRUE,0,0,0,0,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,15/05/09,FALSE,30,0,0,30,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,15/07/11,TRUE,0,0,0,0,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,15/08/13,TRUE,0,0,0,0,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,15/10/10,FALSE,450,0,0,450,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,16/01/09,FALSE,1680,420,0,2100,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,16/05/08,FALSE,1800,0,0,1800,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,16/09/11,FALSE,150,0,0,150,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,16/10/09,FALSE,3000,0,0,3000,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,16/11/07,FALSE,2000,0,0,2000,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,16/11/12,TRUE,0,0,0,0,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,17/04/09,FALSE,200,0,0,200,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,17/05/13,TRUE,0,0,0,0,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,17/06/11,TRUE,0,0,0,0,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,17/07/09,FALSE,90,0,0,90,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,17/08/07,FALSE,2500,0,0,2500,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,17/09/10,FALSE,1600,0,0,1600,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,17/12/10,FALSE,100,0,0,100,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,17/12/11,FALSE,200,0,0,200,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,18/01/08,FALSE,100,0,0,100,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,18/02/11,FALSE,100,0,0,100,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,18/04/08,FALSE,1000,0,0,1000,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,18/06/10,FALSE,450,0,0,450,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,18/09/09,FALSE,3000,0,0,3000,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,18/11/11,TRUE,0,0,0,0,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,18/12/09,FALSE,550,0,0,550,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,19/02/10,FALSE,1100,0,0,1100,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,19/03/10,FALSE,1250,0,0,1250,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,19/06/09,FALSE,280,0,0,280,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,19/08/11,FALSE,150,0,0,150,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,19/09/08,FALSE,2500,0,0,2500,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,19/10/07,FALSE,3000,0,0,3000,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,19/11/10,FALSE,520,0,0,520,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,20/02/09,FALSE,2900,0,0,2900,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,20/03/09,FALSE,2370,0,0,2370,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,20/04/07,FALSE,250,0,0,250,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,20/05/11,TRUE,0,0,0,0,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,20/06/08,FALSE,2500,0,0,2500,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,20/07/07,FALSE,1000,0,0,1000,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,20/08/10,FALSE,700,0,0,700,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,20/11/09,FALSE,1000,0,0,1000,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,21/01/12,TRUE,0,0,0,0,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,21/05/10,FALSE,700,0,0,700,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,21/06/13,TRUE,0,0,0,0,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,21/08/09,FALSE,20,0,0,20,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,21/09/07,FALSE,6000,0,0,6000,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,21/11/14,FALSE,50,0,0,50,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,21/12/07,FALSE,150,0,0,150,9,283
Redland,"Birkdale, Tarradarrapin",-27.5026,153.2263,23/10/11,FALSE,300,0,0,300,9,283
Scenic Rim,Boonah - Mount French,-28.0009,152.6085,04/10/12,FALSE,800,1200,0,2000,10,288
Scenic Rim,Boonah - Mount French,-28.0009,152.6085,14/02/13,TRUE,0,0,0,0,10,288
Scenic Rim,Boonah - Mount French,-28.0009,152.6085,15/01/10,FALSE,300,300,0,600,10,288
Scenic Rim,Boonah - Mount French,-28.0009,152.6085,15/08/08,FALSE,0,5000,0,5000,10,288
Scenic Rim,Boonah - Mount French,-28.0009,152.6085,15/11/12,TRUE,0,0,0,0,10,288
Scenic Rim,Boonah - Mount French,-28.0009,152.6085,16/01/09,FALSE,4750,250,0,5000,10,288
Scenic Rim,Boonah - Mount French,-28.0009,152.6085,16/01/14,TRUE,0,0,0,0,10,288
Scenic Rim,Boonah - Mount French,-28.0009,152.6085,16/10/09,FALSE,0,10000,0,10000,10,288
Scenic Rim,Boonah - Mount French,-28.0009,152.6085,17/04/09,FALSE,3750,3750,0,7500,10,288
Scenic Rim,Boonah - Mount French,-28.0009,152.6085,17/07/09,TRUE,0,0,0,0,10,288
Scenic Rim,Boonah - Mount French,-28.0009,152.6085,17/09/10,FALSE,80,720,0,800,10,288
Scenic Rim,Boonah - Mount French,-28.0009,152.6085,17/10/08,FALSE,80,3920,0,4000,10,288
Scenic Rim,Boonah - Mount French,-28.0009,152.6085,18/09/09,TRUE,0,0,0,0,10,288
Scenic Rim,Boonah - Mount French,-28.0009,152.6085,18/12/09,FALSE,1800,200,0,2000,10,288
Scenic Rim,Boonah - Mount French,-28.0009,152.6085,19/03/10,FALSE,1500,1000,0,2500,10,288
Scenic Rim,Boonah - Mount French,-28.0009,152.6085,19/06/09,TRUE,0,0,0,0,10,288
Scenic Rim,Boonah - Mount French,-28.0009,152.6085,19/12/08,FALSE,1800,200,0,2000,10,288
Scenic Rim,Boonah - Mount French,-28.0009,152.6085,20/02/09,FALSE,3500,1500,0,5000,10,288
Scenic Rim,Boonah - Mount French,-28.0009,152.6085,20/03/09,FALSE,4000,6000,0,10000,10,288
Scenic Rim,Boonah - Mount French,-28.0009,152.6085,20/11/09,FALSE,250,4750,0,5000,10,288
Scenic Rim,Boonah - Mount French,-28.0009,152.6085,20/12/12,FALSE,1200,1800,0,3000,10,288
Scenic Rim,Boonah - Mount French,-28.0009,152.6085,21/05/10,FALSE,1800,1200,0,3000,10,288
Scenic Rim,Boonah - Mount French,-28.0009,152.6085,21/08/09,TRUE,0,0,0,0,10,288
Scenic Rim,Boonah - Mount French,-28.0009,152.6085,21/10/12,FALSE,280,420,0,700,10,288
Scenic Rim,Boonah - Mount French,-28.0009,152.6085,21/11/08,FALSE,1050,450,0,1500,10,288
Scenic Rim,Boonah - Mount French,-28.0009,152.6085,21/12/10,FALSE,25,30,0,55,10,288
Scenic Rim,"Boonah, Bicentenial Park",-27.99191,152.679877,08/07/11,FALSE,3500,500,0,4000,11,289
Scenic Rim,"Boonah, Bicentenial Park",-27.99191,152.679877,13/02/14,FALSE,500,1500,178000,180000,11,289
Scenic Rim,"Boonah, Bicentenial Park",-27.99191,152.679877,14/02/13,FALSE,4620,7560,29820,42000,11,289
Scenic Rim,"Boonah, Bicentenial Park",-27.99191,152.679877,15/04/11,FALSE,600,900,0,1500,11,289
Scenic Rim,"Boonah, Bicentenial Park",-27.99191,152.679877,15/06/12,FALSE,1000,1500,0,2500,11,289
Scenic Rim,"Boonah, Bicentenial Park",-27.99191,152.679877,15/07/11,FALSE,450,0,0,450,11,289
Scenic Rim,"Boonah, Bicentenial Park",-27.99191,152.679877,15/10/10,FALSE,300,0,0,300,11,289
Scenic Rim,"Boonah, Bicentenial Park",-27.99191,152.679877,15/11/12,FALSE,3000,3000,0,6000,11,289
Scenic Rim,"Boonah, Bicentenial Park",-27.99191,152.679877,16/01/14,FALSE,1800,2700,4500,9000,11,289
Scenic Rim,"Boonah, Bicentenial Park",-27.99191,152.679877,16/05/14,FALSE,3750,8750,0,12500,11,289
Scenic Rim,"Boonah, Bicentenial Park",-27.99191,152.679877,16/09/10,FALSE,300,0,0,300,11,289
Scenic Rim,"Boonah, Bicentenial Park",-27.99191,152.679877,16/09/11,FALSE,200,800,0,1000,11,289
Scenic Rim,"Boonah, Bicentenial Park",-27.99191,152.679877,17/04/14,FALSE,2670,6230,0,8900,11,289
Scenic Rim,"Boonah, Bicentenial Park",-27.99191,152.679877,17/05/13,FALSE,4000,6000,10000,20000,11,289
Scenic Rim,"Boonah, Bicentenial Park",-27.99191,152.679877,17/06/11,FALSE,625,625,0,1250,11,289
Scenic Rim,"Boonah, Bicentenial Park",-27.99191,152.679877,17/07/14,FALSE,600,900,0,1500,11,289
Scenic Rim,"Boonah, Bicentenial Park",-27.99191,152.679877,17/12/10,FALSE,440,660,0,1100,11,289
Scenic Rim,"Boonah, Bicentenial Park",-27.99191,152.679877,18/02/11,FALSE,640,960,0,1600,11,289
Scenic Rim,"Boonah, Bicentenial Park",-27.99191,152.679877,18/03/11,FALSE,800,800,0,1600,11,289
Scenic Rim,"Boonah, Bicentenial Park",-27.99191,152.679877,18/03/12,FALSE,570,1330,0,1900,11,289
Scenic Rim,"Boonah, Bicentenial Park",-27.99191,152.679877,18/12/13,FALSE,4300,21500,17200,43000,11,289
